codigo,municipio_nome,uf,vab_agro,vab_industria,vab_servicos,pib_per_capita,municipio_limpo,chave_merge
1100015,Alta Floresta D'Oeste,RO,311468683.0,27845497.0,172434698.0,3261978.0,ALTA FLORESTA D'OESTE,ALTA FLORESTA D'OESTE_RO
1100023,Ariquemes,RO,293000779.0,407674509.0,1307976899.0,2889206.0,ARIQUEMES,ARIQUEMES_RO
1100031,Cabixi,RO,1366593.0,8117127.0,35865575.0,4705232.0,CABIXI,CABIXI_RO
1100049,Cacoal,RO,341314544.0,236801003.0,1200653615.0,3231469.0,CACOAL,CACOAL_RO
1100056,Cerejeiras,RO,151690475.0,27433023.0,308668019.0,4618732.0,CEREJEIRAS,CEREJEIRAS_RO
1100064,Colorado do Oeste,RO,123523517.0,2882732.0,124601082.0,2792651.0,COLORADO DO OESTE,COLORADO DO OESTE_RO
1100072,Corumbiara,RO,260728227.0,14013544.0,45391792.0,5625925.0,CORUMBIARA,CORUMBIARA_RO
1100080,Costa Marques,RO,116782743.0,6682944.0,53392482.0,164462.0,COSTA MARQUES,COSTA MARQUES_RO
1100098,Espigão D'Oeste,RO,202433801.0,5468228.0,221161996.0,2342911.0,ESPIGAO D'OESTE,ESPIGAO D'OESTE_RO
1100106,Guajará-Mirim,RO,77441552.0,4053801.0,436343879.0,2246441.0,GUAJARA-MIRIM,GUAJARA-MIRIM_RO
1100114,Jaru,RO,280710555.0,177622679.0,688454672.0,3428701.0,JARU,JARU_RO
1100122,Ji-Paraná,RO,206344829.0,502237665.0,1926052214.0,3228638.0,JI-PARANA,JI-PARANA_RO
1100130,Machadinho D'Oeste,RO,352193201.0,34663211.0,174794285.0,213383.0,MACHADINHO D'OESTE,MACHADINHO D'OESTE_RO
1100148,Nova Brasilândia D'Oeste,RO,228450895.0,25504877.0,114550697.0,2681685.0,NOVA BRASILANDIA D'OESTE,NOVA BRASILANDIA D'OESTE_RO
1100155,Ouro Preto do Oeste,RO,216209007.0,71310999.0,352571686.0,2781903.0,OURO PRETO DO OESTE,OURO PRETO DO OESTE_RO
1100189,Pimenta Bueno,RO,297492054.0,207693244.0,55081552.0,442779.0,PIMENTA BUENO,PIMENTA BUENO_RO
1100205,Porto Velho,RO,1041284612.0,4625035281.0,7555290353.0,3653532.0,PORTO VELHO,PORTO VELHO_RO
1100254,Presidente Médici,RO,183438443.0,50709564.0,140127735.0,3084005.0,PRESIDENTE MEDICI,PRESIDENTE MEDICI_RO
1100262,Rio Crespo,RO,115354219.0,756359.0,18756154.0,4799074.0,RIO CRESPO,RIO CRESPO_RO
1100288,Rolim de Moura,RO,194673218.0,171673943.0,606268102.0,2807709.0,ROLIM DE MOURA,ROLIM DE MOURA_RO
1100296,Santa Luzia D'Oeste,RO,106979911.0,13082702.0,33187597.0,3594585.0,SANTA LUZIA D'OESTE,SANTA LUZIA D'OESTE_RO
1100304,Vilhena,RO,67488042.0,369205556.0,1712252035.0,4033259.0,VILHENA,VILHENA_RO
1100320,São Miguel do Guaporé,RO,381638945.0,82318381.0,199587559.0,3911266.0,SAO MIGUEL DO GUAPORE,SAO MIGUEL DO GUAPORE_RO
1100338,Nova Mamoré,RO,344262837.0,2148129.0,12929919.0,2307625.0,NOVA MAMORE,NOVA MAMORE_RO
1100346,Alvorada D'Oeste,RO,147689219.0,11552751.0,72542819.0,2553992.0,ALVORADA D'OESTE,ALVORADA D'OESTE_RO
1100379,Alto Alegre dos Parecis,RO,277663855.0,18507079.0,63694093.0,3645405.0,ALTO ALEGRE DOS PARECIS,ALTO ALEGRE DOS PARECIS_RO
1100403,Alto Paraíso,RO,185476519.0,2438368.0,119575728.0,2294638.0,ALTO PARAISO,ALTO PARAISO_RO
1100452,Buritis,RO,336952669.0,35156267.0,248229417.0,2354983.0,BURITIS,BURITIS_RO
1100502,Novo Horizonte do Oeste,RO,106735659.0,12106476.0,40100003.0,2849248.0,NOVO HORIZONTE DO OESTE,NOVO HORIZONTE DO OESTE_RO
1100601,Cacaulândia,RO,194610078.0,3288051.0,22239496.0,4365587.0,CACAULANDIA,CACAULANDIA_RO
1100700,Campo Novo de Rondônia,RO,204767413.0,15948519.0,32156932.0,2564983.0,CAMPO NOVO DE RONDONIA,CAMPO NOVO DE RONDONIA_RO
1100809,Candeias do Jamari,RO,141452035.0,133642718.0,138507479.0,2335646.0,CANDEIAS DO JAMARI,CANDEIAS DO JAMARI_RO
1100908,Castanheiras,RO,56908631.0,2350767.0,8866606.0,3408375.0,CASTANHEIRAS,CASTANHEIRAS_RO
1100924,Chupinguaia,RO,22456925.0,44524653.0,70951565.0,3988027.0,CHUPINGUAIA,CHUPINGUAIA_RO
1100940,Cujubim,RO,153670063.0,44086752.0,84329303.0,1797779.0,CUJUBIM,CUJUBIM_RO
1101005,Governador Jorge Teixeira,RO,146346286.0,5056126.0,22482606.0,3356672.0,GOVERNADOR JORGE TEIXEIRA,GOVERNADOR JORGE TEIXEIRA_RO
1101104,Itapuã do Oeste,RO,65084768.0,14562761.0,39827234.0,1940352.0,ITAPUA DO OESTE,ITAPUA DO OESTE_RO
1101203,Ministro Andreazza,RO,132933646.0,14076043.0,59931839.0,3148463.0,MINISTRO ANDREAZZA,MINISTRO ANDREAZZA_RO
1101302,Mirante da Serra,RO,85083553.0,14248296.0,7135079.0,2456521.0,MIRANTE DA SERRA,MIRANTE DA SERRA_RO
1101401,Monte Negro,RO,153359883.0,23161935.0,76036201.0,241231.0,MONTE NEGRO,MONTE NEGRO_RO
1101435,Nova União,RO,82596281.0,3240135.0,16675147.0,2306082.0,NOVA UNIAO,NOVA UNIAO_RO
1101450,Parecis,RO,85286411.0,3441375.0,13906759.0,2459719.0,PARECIS,PARECIS_RO
1101468,Pimenteiras do Oeste,RO,178073455.0,8909237.0,24663492.0,1157539.0,PIMENTEIRAS DO OESTE,PIMENTEIRAS DO OESTE_RO
1101476,Primavera de Rondônia,RO,62242059.0,2157907.0,1066302.0,3968471.0,PRIMAVERA DE RONDONIA,PRIMAVERA DE RONDONIA_RO
1101484,São Felipe D'Oeste,RO,62311342.0,3163455.0,18617982.0,2633517.0,SAO FELIPE D'OESTE,SAO FELIPE D'OESTE_RO
1101492,São Francisco do Guaporé,RO,203490068.0,17335039.0,95718993.0,231478.0,SAO FRANCISCO DO GUAPORE,SAO FRANCISCO DO GUAPORE_RO
1101500,Seringueiras,RO,147309175.0,11108196.0,61163189.0,2810954.0,SERINGUEIRAS,SERINGUEIRAS_RO
1101559,Teixeirópolis,RO,6295936.0,3839312.0,15259576.0,2915968.0,TEIXEIROPOLIS,TEIXEIROPOLIS_RO
1101609,Theobroma,RO,140069452.0,5759752.0,234888.0,2487786.0,THEOBROMA,THEOBROMA_RO
1101708,Urupá,RO,110938325.0,9244173.0,54173914.0,246823.0,URUPA,URUPA_RO
1101757,Vale do Anari,RO,93455455.0,6693456.0,27969781.0,1913797.0,VALE DO ANARI,VALE DO ANARI_RO
1101807,Vale do Paraíso,RO,100038746.0,4130279.0,20871155.0,2860527.0,VALE DO PARAISO,VALE DO PARAISO_RO
1200013,Acrelândia,AC,157857659.0,13439221.0,91388786.0,2536256.0,ACRELANDIA,ACRELANDIA_AC
1200054,Assis Brasil,AC,44810294.0,3943744.0,20601455.0,1750767.0,ASSIS BRASIL,ASSIS BRASIL_AC
1200104,Brasiléia,AC,185723919.0,45440044.0,171335056.0,2527878.0,BRASILEIA,BRASILEIA_AC
1200138,Bujari,AC,168855771.0,8390806.0,36997695.0,2845538.0,BUJARI,BUJARI_AC
1200179,Capixaba,AC,342298272.0,13142103.0,52997489.0,4172255.0,CAPIXABA,CAPIXABA_AC
1200203,Cruzeiro do Sul,AC,100356957.0,167725301.0,900139923.0,2293482.0,CRUZEIRO DO SUL,CRUZEIRO DO SUL_AC
1200252,Epitaciolândia,AC,160895347.0,22539976.0,246925145.0,3396077.0,EPITACIOLANDIA,EPITACIOLANDIA_AC
1200302,Feijó,AC,172858325.0,24430691.0,103189963.0,1620764.0,FEIJO,FEIJO_AC
1200328,Jordão,AC,21976924.0,2459774.0,14030504.0,1320992.0,JORDAO,JORDAO_AC
1200336,Mâncio Lima,AC,53380808.0,13659005.0,48626059.0,1370487.0,MANCIO LIMA,MANCIO LIMA_AC
1200344,Manoel Urbano,AC,55704076.0,11432432.0,33663135.0,1906027.0,MANOEL URBANO,MANOEL URBANO_AC
1200351,Marechal Thaumaturgo,AC,56418934.0,5964034.0,29457958.0,1302098.0,MARECHAL THAUMATURGO,MARECHAL THAUMATURGO_AC
1200385,Plácido de Castro,AC,309366107.0,17444407.0,98405076.0,298541.0,PLACIDO DE CASTRO,PLACIDO DE CASTRO_AC
1200393,Porto Walter,AC,25572853.0,4314233.0,2283636.0,1284586.0,PORTO WALTER,PORTO WALTER_AC
1200401,Rio Branco,AC,464933151.0,880534415.0,5153657302.0,2611902.0,RIO BRANCO,RIO BRANCO_AC
1200427,Rodrigues Alves,AC,55116275.0,7342372.0,31896104.0,129331.0,RODRIGUES ALVES,RODRIGUES ALVES_AC
1200435,Santa Rosa do Purus,AC,25745472.0,2260064.0,14093654.0,1574715.0,SANTA ROSA DO PURUS,SANTA ROSA DO PURUS_AC
1200450,Senador Guiomard,AC,39122006.0,30582332.0,150417753.0,3325393.0,SENADOR GUIOMARD,SENADOR GUIOMARD_AC
1200500,Sena Madureira,AC,209648957.0,36343601.0,153427532.0,1586021.0,SENA MADUREIRA,SENA MADUREIRA_AC
1200609,Tarauacá,AC,176339166.0,23416041.0,158431935.0,1627909.0,TARAUACA,TARAUACA_AC
1200708,Xapuri,AC,199220702.0,23433241.0,69330853.0,2290248.0,XAPURI,XAPURI_AC
1200807,Porto Acre,AC,259570866.0,13578138.0,50906797.0,246233.0,PORTO ACRE,PORTO ACRE_AC
1300029,Alvarães,AM,66407124.0,10232344.0,32275709.0,1325522.0,ALVARAES,ALVARAES_AM
1300060,Amaturá,AM,13548264.0,5176561.0,19563875.0,996076.0,AMATURA,AMATURA_AM
1300086,Anamã,AM,36623922.0,6641347.0,20013702.0,969769.0,ANAMA,ANAMA_AM
1300102,Anori,AM,83154828.0,10306785.0,33232566.0,1132494.0,ANORI,ANORI_AM
1300144,Apuí,AM,84455832.0,24728401.0,59992079.0,1309689.0,APUI,APUI_AM
1300201,Atalaia do Norte,AM,26576167.0,5315828.0,25012825.0,886272.0,ATALAIA DO NORTE,ATALAIA DO NORTE_AM
1300300,Autazes,AM,118723645.0,31985203.0,95443012.0,1234826.0,AUTAZES,AUTAZES_AM
1300409,Barcelos,AM,318619.0,19069033.0,41808891.0,884422.0,BARCELOS,BARCELOS_AM
1300508,Barreirinha,AM,52170922.0,16600356.0,57523414.0,1047691.0,BARREIRINHA,BARREIRINHA_AM
1300607,Benjamin Constant,AM,36798708.0,2429126.0,64580178.0,866403.0,BENJAMIN CONSTANT,BENJAMIN CONSTANT_AM
1300631,Beruri,AM,26467472.0,10111881.0,38302653.0,1033367.0,BERURI,BERURI_AM
1300680,Boa Vista do Ramos,AM,25810385.0,9165166.0,30379255.0,91024.0,BOA VISTA DO RAMOS,BOA VISTA DO RAMOS_AM
1300706,Boca do Acre,AM,121255395.0,53416793.0,115369362.0,146689.0,BOCA DO ACRE,BOCA DO ACRE_AM
1300805,Borba,AM,52627877.0,19864961.0,74601348.0,950035.0,BORBA,BORBA_AM
1300839,Caapiranga,AM,52503622.0,8137201.0,26900305.0,1319494.0,CAAPIRANGA,CAAPIRANGA_AM
1300904,Canutama,AM,23311614.0,6976473.0,26296915.0,965623.0,CANUTAMA,CANUTAMA_AM
1301001,Carauari,AM,98426771.0,23988922.0,80012094.0,1290654.0,CARAUARI,CARAUARI_AM
1301100,Careiro,AM,60821104.0,35813655.0,70459021.0,1018017.0,CAREIRO,CAREIRO_AM
1301159,Careiro da Várzea,AM,193978226.0,1511034.0,35049533.0,1314009.0,CAREIRO DA VARZEA,CAREIRO DA VARZEA_AM
1301209,Coari,AM,11390965.0,2000961058.0,615252861.0,3898291.0,COARI,COARI_AM
1301308,Codajás,AM,299133383.0,1884039.0,49137809.0,1791773.0,CODAJAS,CODAJAS_AM
1301407,Eirunepé,AM,248976216.0,207308.0,77824586.0,1572592.0,EIRUNEPE,EIRUNEPE_AM
1301506,Envira,AM,4537245.0,9555869.0,38933805.0,1038783.0,ENVIRA,ENVIRA_AM
1301605,Fonte Boa,AM,28885012.0,14195129.0,44171787.0,135763.0,FONTE BOA,FONTE BOA_AM
1301654,Guajará,AM,31779368.0,7128063.0,29219907.0,1031351.0,GUAJARA,GUAJARA_AM
1301704,Humaitá,AM,183792968.0,77642907.0,254810706.0,1503921.0,HUMAITA,HUMAITA_AM
1301803,Ipixuna,AM,16712882.0,7758212.0,32394802.0,694594.0,IPIXUNA,IPIXUNA_AM
1301852,Iranduba,AM,303361642.0,123195761.0,211278932.0,201509.0,IRANDUBA,IRANDUBA_AM
1301902,Itacoatiara,AM,465660825.0,182494037.0,92600719.0,2259061.0,ITACOATIARA,ITACOATIARA_AM
1301951,Itamarati,AM,4294384.0,6480859.0,23316661.0,174386.0,ITAMARATI,ITAMARATI_AM
1302009,Itapiranga,AM,40381978.0,9291059.0,31590665.0,163777.0,ITAPIRANGA,ITAPIRANGA_AM
1302108,Japurá,AM,16662741.0,6035535.0,21849741.0,4889398.0,JAPURA,JAPURA_AM
1302207,Juruá,AM,21456015.0,6747498.0,20684749.0,891085.0,JURUA,JURUA_AM
1302306,Jutaí,AM,77531395.0,14841714.0,52066183.0,1978731.0,JUTAI,JUTAI_AM
1302405,Lábrea,AM,234933723.0,25786617.0,106796117.0,1311099.0,LABREA,LABREA_AM
1302504,Manacapuru,AM,409120902.0,142289413.0,368854471.0,1550676.0,MANACAPURU,MANACAPURU_AM
1302553,Manaquiri,AM,93213197.0,14926054.0,33241913.0,916203.0,MANAQUIRI,MANAQUIRI_AM
1302603,Manaus,AM,201066729.0,37697007564.0,33086568973.0,4578273.0,MANAUS,MANAUS_AM
1302702,Manicoré,AM,184244064.0,41055746.0,12837257.0,1195504.0,MANICORE,MANICORE_AM
1302801,Maraã,AM,18701158.0,7816915.0,25730476.0,963041.0,MARAA,MARAA_AM
1302900,Maués,AM,67606848.0,36745593.0,119687981.0,900598.0,MAUES,MAUES_AM
1303007,Nhamundá,AM,27468292.0,9860055.0,41753522.0,953502.0,NHAMUNDA,NHAMUNDA_AM
1303106,Nova Olinda do Norte,AM,39756608.0,20970982.0,57933071.0,883621.0,NOVA OLINDA DO NORTE,NOVA OLINDA DO NORTE_AM
1303205,Novo Airão,AM,894454.0,12582543.0,40620819.0,914603.0,NOVO AIRAO,NOVO AIRAO_AM
1303304,Novo Aripuanã,AM,56186234.0,15548872.0,39474281.0,954589.0,NOVO ARIPUANA,NOVO ARIPUANA_AM
1303403,Parintins,AM,290478698.0,92450693.0,358496048.0,122551.0,PARINTINS,PARINTINS_AM
1303502,Pauini,AM,37032254.0,7530596.0,32920291.0,1017238.0,PAUINI,PAUINI_AM
1303536,Presidente Figueiredo,AM,95258695.0,433687216.0,193115421.0,2708768.0,PRESIDENTE FIGUEIREDO,PRESIDENTE FIGUEIREDO_AM
1303569,Rio Preto da Eva,AM,87221946.0,40821396.0,7702898.0,116808.0,RIO PRETO DA EVA,RIO PRETO DA EVA_AM
1303601,Santa Isabel do Rio Negro,AM,17852923.0,6115777.0,25474224.0,699454.0,SANTA ISABEL DO RIO NEGRO,SANTA ISABEL DO RIO NEGRO_AM
1303700,Santo Antônio do Içá,AM,26918397.0,12934345.0,46551259.0,1136072.0,SANTO ANTONIO DO ICA,SANTO ANTONIO DO ICA_AM
1303809,São Gabriel da Cachoeira,AM,25902229.0,25536002.0,92872113.0,899523.0,SAO GABRIEL DA CACHOEIRA,SAO GABRIEL DA CACHOEIRA_AM
1303908,São Paulo de Olivença,AM,36479821.0,13702978.0,50082728.0,818207.0,SAO PAULO DE OLIVENCA,SAO PAULO DE OLIVENCA_AM
1303957,São Sebastião do Uatumã,AM,20957958.0,6870786.0,24320886.0,930706.0,SAO SEBASTIAO DO UATUMA,SAO SEBASTIAO DO UATUMA_AM
1304005,Silves,AM,58571851.0,20700241.0,23226144.0,1884397.0,SILVES,SILVES_AM
1304062,Tabatinga,AM,20270653.0,50521153.0,227284886.0,1106588.0,TABATINGA,TABATINGA_AM
1304104,Tapauá,AM,59592198.0,11910628.0,40964377.0,1421805.0,TAPAUA,TAPAUA_AM
1304203,Tefé,AM,191608332.0,227130116.0,249040518.0,1853826.0,TEFE,TEFE_AM
1304237,Tonantins,AM,13061857.0,7588648.0,33006732.0,973896.0,TONANTINS,TONANTINS_AM
1304260,Uarini,AM,81995855.0,10922656.0,39393959.0,1656254.0,UARINI,UARINI_AM
1304302,Urucará,AM,51039805.0,10448592.0,37696325.0,1284786.0,URUCARA,URUCARA_AM
1304401,Urucurituba,AM,34163774.0,12699258.0,43384161.0,965477.0,URUCURITUBA,URUCURITUBA_AM
1400027,Amajari,RR,62983343.0,10213139.0,21937633.0,1775873.0,AMAJARI,AMAJARI_RR
1400050,Alto Alegre,RR,146584677.0,14739162.0,49570385.0,2528078.0,ALTO ALEGRE,ALTO ALEGRE_RR
1400100,Boa Vista,RR,19092799.0,1306705239.0,5625759111.0,3090619.0,BOA VISTA,BOA VISTA_RR
1400159,Bonfim,RR,27452007.0,22091098.0,70214949.0,4113103.0,BONFIM,BONFIM_RR
1400175,Cantá,RR,58179612.0,19722879.0,38823325.0,183347.0,CANTA,CANTA_RR
1400209,Caracaraí,RR,68071318.0,2271245.0,89619918.0,200264.0,CARACARAI,CARACARAI_RR
1400233,Caroebe,RR,73570281.0,6606554.0,33952204.0,2234901.0,CAROEBE,CAROEBE_RR
1400282,Iracema,RR,38618321.0,5929143.0,24504885.0,1649732.0,IRACEMA,IRACEMA_RR
1400308,Mucajaí,RR,70846356.0,19885322.0,81158588.0,2131003.0,MUCAJAI,MUCAJAI_RR
1400407,Normandia,RR,39995823.0,6996669.0,21175348.0,1723237.0,NORMANDIA,NORMANDIA_RR
1400456,Pacaraima,RR,10377612.0,1212826.0,6078546.0,1636622.0,PACARAIMA,PACARAIMA_RR
1400472,Rorainópolis,RR,104178457.0,4244947.0,161711393.0,2333309.0,RORAINOPOLIS,RORAINOPOLIS_RR
1400506,São João da Baliza,RR,43138363.0,36301843.0,51108515.0,3859728.0,SAO JOAO DA BALIZA,SAO JOAO DA BALIZA_RR
1400605,São Luiz,RR,43740103.0,7045594.0,25915571.0,2174096.0,SAO LUIZ,SAO LUIZ_RR
1400704,Uiramutã,RR,8657086.0,2202063.0,12597847.0,130693.0,UIRAMUTA,UIRAMUTA_RR
1500107,Abaetetuba,PA,272103456.0,73614293.0,754091481.0,1214153.0,ABAETETUBA,ABAETETUBA_PA
1500131,Abel Figueiredo,PA,27211225.0,9393594.0,24584275.0,1398676.0,ABEL FIGUEIREDO,ABEL FIGUEIREDO_PA
1500206,Acará,PA,904959242.0,58472312.0,130251458.0,2569821.0,ACARA,ACARA_PA
1500305,Afuá,PA,174162198.0,20306774.0,46160739.0,111190.0,AFUA,AFUA_PA
1500347,Água Azul do Norte,PA,239535884.0,123807096.0,6370732.0,2312669.0,AGUA AZUL DO NORTE,AGUA AZUL DO NORTE_PA
1500404,Alenquer,PA,302185384.0,24520523.0,135246493.0,1297806.0,ALENQUER,ALENQUER_PA
1500503,Almeirim,PA,88297443.0,217294275.0,118064406.0,2020248.0,ALMEIRIM,ALMEIRIM_PA
1500602,Altamira,PA,429743804.0,443279899.0,1337527145.0,265835.0,ALTAMIRA,ALTAMIRA_PA
1500701,Anajás,PA,38552119.0,7906759.0,37950767.0,859307.0,ANAJAS,ANAJAS_PA
1500800,Ananindeua,PA,13285364.0,1035307804.0,4679394526.0,1653852.0,ANANINDEUA,ANANINDEUA_PA
1500859,Anapu,PA,235104415.0,22728151.0,140245962.0,2004799.0,ANAPU,ANAPU_PA
1500909,Augusto Corrêa,PA,67395739.0,12547534.0,56528437.0,773941.0,AUGUSTO CORREA,AUGUSTO CORREA_PA
1500958,Aurora do Pará,PA,88250275.0,9605742.0,47400109.0,95733.0,AURORA DO PARA,AURORA DO PARA_PA
1501006,Aveiro,PA,49842173.0,8054968.0,12919224.0,924281.0,AVEIRO,AVEIRO_PA
1501105,Bagre,PA,85696122.0,639888.0,23117641.0,782962.0,BAGRE,BAGRE_PA
1501204,Baião,PA,265130803.0,15612524.0,63199394.0,1135841.0,BAIAO,BAIAO_PA
1501253,Bannach,PA,90752551.0,1597925.0,10287776.0,3980405.0,BANNACH,BANNACH_PA
1501303,Barcarena,PA,18164583.0,4694444587.0,14682351.0,7146187.0,BARCARENA,BARCARENA_PA
1501402,Belém,PA,99129199.0,3549131614.0,17773250805.0,2228309.0,BELEM,BELEM_PA
1501451,Belterra,PA,86223274.0,10156354.0,4082252.0,1320539.0,BELTERRA,BELTERRA_PA
1501501,Benevides,PA,12266072.0,438113794.0,793917691.0,3065995.0,BENEVIDES,BENEVIDES_PA
1501576,Bom Jesus do Tocantins,PA,90328335.0,7004282.0,48029953.0,141216.0,BOM JESUS DO TOCANTINS,BOM JESUS DO TOCANTINS_PA
1501600,Bonito,PA,27274154.0,5334419.0,25631105.0,1231859.0,BONITO,BONITO_PA
1501709,Bragança,PA,185794508.0,72588874.0,465163283.0,1067007.0,BRAGANCA,BRAGANCA_PA
1501725,Brasil Novo,PA,161865029.0,16464197.0,90036868.0,2550395.0,BRASIL NOVO,BRASIL NOVO_PA
1501758,Brejo Grande do Araguaia,PA,44232216.0,3056685.0,2206859.0,1562782.0,BREJO GRANDE DO ARAGUAIA,BREJO GRANDE DO ARAGUAIA_PA
1501782,Breu Branco,PA,127549695.0,159443491.0,149723898.0,1157146.0,BREU BRANCO,BREU BRANCO_PA
1501808,Breves,PA,59886547.0,32532236.0,23063307.0,855993.0,BREVES,BREVES_PA
1501907,Bujaru,PA,325586913.0,21012888.0,52241655.0,1805215.0,BUJARU,BUJARU_PA
1501956,Cachoeira do Piriá,PA,43546628.0,6325893.0,28274531.0,643935.0,CACHOEIRA DO PIRIA,CACHOEIRA DO PIRIA_PA
1502004,Cachoeira do Arari,PA,9453304.0,7758899.0,3613615.0,1050712.0,CACHOEIRA DO ARARI,CACHOEIRA DO ARARI_PA
1502103,Cametá,PA,428677845.0,40086285.0,271023022.0,988857.0,CAMETA,CAMETA_PA
1502152,Canaã dos Carajás,PA,111000806.0,30877676867.0,306619264.0,89476294.0,CANAA DOS CARAJAS,CANAA DOS CARAJAS_PA
1502202,Capanema,PA,144330747.0,131409545.0,669788082.0,2043076.0,CAPANEMA,CAPANEMA_PA
1502301,Capitão Poço,PA,13183977.0,35336835.0,169179131.0,1127979.0,CAPITAO POCO,CAPITAO POCO_PA
1502400,Castanhal,PA,140845751.0,642749807.0,2195152724.0,2288836.0,CASTANHAL,CASTANHAL_PA
1502509,Chaves,PA,111397161.0,3192049.0,14001548.0,1025746.0,CHAVES,CHAVES_PA
1502608,Colares,PA,20699347.0,2829947.0,16834039.0,82814.0,COLARES,COLARES_PA
1502707,Conceição do Araguaia,PA,143288707.0,30238537.0,232424593.0,1376733.0,CONCEICAO DO ARAGUAIA,CONCEICAO DO ARAGUAIA_PA
1502756,Concórdia do Pará,PA,110681663.0,17551946.0,93544161.0,122618.0,CONCORDIA DO PARA,CONCORDIA DO PARA_PA
1502764,Cumaru do Norte,PA,267033652.0,7678853.0,52184378.0,2896414.0,CUMARU DO NORTE,CUMARU DO NORTE_PA
1502772,Curionópolis,PA,108749678.0,306177647.0,337556519.0,2064282.0,CURIONOPOLIS,CURIONOPOLIS_PA
1502806,Curralinho,PA,56014468.0,6512028.0,34762223.0,793814.0,CURRALINHO,CURRALINHO_PA
1502855,Curuá,PA,45804708.0,3542298.0,20904699.0,1011868.0,CURUA,CURUA_PA
1502905,Curuçá,PA,103441162.0,13672111.0,6016561.0,898915.0,CURUCA,CURUCA_PA
1502939,Dom Eliseu,PA,233611578.0,49641726.0,303028944.0,1535927.0,DOM ELISEU,DOM ELISEU_PA
1502954,Eldorado do Carajás,PA,156254465.0,48329575.0,139636446.0,1630918.0,ELDORADO DO CARAJAS,ELDORADO DO CARAJAS_PA
1503002,Faro,PA,6823237.0,2837961.0,17181417.0,1101946.0,FARO,FARO_PA
1503044,Floresta do Araguaia,PA,260687232.0,116718934.0,95058266.0,2904141.0,FLORESTA DO ARAGUAIA,FLORESTA DO ARAGUAIA_PA
1503077,Garrafão do Norte,PA,75424663.0,997796.0,48968134.0,1054079.0,GARRAFAO DO NORTE,GARRAFAO DO NORTE_PA
1503093,Goianésia do Pará,PA,168148983.0,1664677.0,107030082.0,1214623.0,GOIANESIA DO PARA,GOIANESIA DO PARA_PA
1503101,Gurupá,PA,79022901.0,8404868.0,45254667.0,977865.0,GURUPA,GURUPA_PA
1503200,Igarapé-Açu,PA,82651325.0,3019445.0,108470496.0,1059236.0,IGARAPE-ACU,IGARAPE-ACU_PA
1503309,Igarapé-Miri,PA,188507341.0,38014911.0,12613176.0,108970.0,IGARAPE-MIRI,IGARAPE-MIRI_PA
1503408,Inhangapi,PA,76518941.0,1935733.0,1697558.0,1453327.0,INHANGAPI,INHANGAPI_PA
1503457,Ipixuna do Pará,PA,83539641.0,139038962.0,89440741.0,929948.0,IPIXUNA DO PARA,IPIXUNA DO PARA_PA
1503507,Irituia,PA,6072135.0,11017446.0,53670458.0,850821.0,IRITUIA,IRITUIA_PA
1503606,Itaituba,PA,166185695.0,753354589.0,1316449665.0,3030642.0,ITAITUBA,ITAITUBA_PA
1503705,Itupiranga,PA,39648905.0,27756503.0,143779904.0,1574524.0,ITUPIRANGA,ITUPIRANGA_PA
1503754,Jacareacanga,PA,63183856.0,290781921.0,71690996.0,8995296.0,JACAREACANGA,JACAREACANGA_PA
1503804,Jacundá,PA,68475321.0,29715351.0,21125915.0,1016556.0,JACUNDA,JACUNDA_PA
1503903,Juruti,PA,290459469.0,467179956.0,30324771.0,2419649.0,JURUTI,JURUTI_PA
1504000,Limoeiro do Ajuru,PA,331383478.0,552193.0,24231168.0,1697077.0,LIMOEIRO DO AJURU,LIMOEIRO DO AJURU_PA
1504059,Mãe do Rio,PA,31861758.0,13164596.0,121764595.0,1118653.0,MAE DO RIO,MAE DO RIO_PA
1504109,Magalhães Barata,PA,3689316.0,2912108.0,13278698.0,1143512.0,MAGALHAES BARATA,MAGALHAES BARATA_PA
1504208,Marabá,PA,608868832.0,6619707641.0,3400317894.0,4699763.0,MARABA,MARABA_PA
1504307,Maracanã,PA,74588787.0,9660218.0,44450683.0,979673.0,MARACANA,MARACANA_PA
1504406,Marapanim,PA,52540897.0,845334.0,53616651.0,921802.0,MARAPANIM,MARAPANIM_PA
1504422,Marituba,PA,2144901.0,218125987.0,1286742964.0,1897565.0,MARITUBA,MARITUBA_PA
1504455,Medicilândia,PA,626710306.0,40563336.0,165137869.0,3164576.0,MEDICILANDIA,MEDICILANDIA_PA
1504505,Melgaço,PA,31532638.0,6069428.0,22252374.0,769607.0,MELGACO,MELGACO_PA
1504604,Mocajuba,PA,184797635.0,15067314.0,61165516.0,1414813.0,MOCAJUBA,MOCAJUBA_PA
1504703,Moju,PA,50131695.0,104621354.0,246897758.0,1582304.0,MOJU,MOJU_PA
1504752,Mojuí dos Campos,PA,123924354.0,16983962.0,47683927.0,1771237.0,MOJUI DOS CAMPOS,MOJUI DOS CAMPOS_PA
1504802,Monte Alegre,PA,295333682.0,3379072.0,167509124.0,1383935.0,MONTE ALEGRE,MONTE ALEGRE_PA
1504901,Muaná,PA,10294719.0,9198054.0,41319486.0,816301.0,MUANA,MUANA_PA
1504950,Nova Esperança do Piriá,PA,179895277.0,11846853.0,47003278.0,1629225.0,NOVA ESPERANCA DO PIRIA,NOVA ESPERANCA DO PIRIA_PA
