UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO,municipio_limpo,uf_limpa,chave_merge,DIESEL,FLEX
AM,CODAJAS,1313,57,0,17,0,69,6,0,1,6,853,291,4,0,0,0,0,1,0,0,5,3,CODAJAS,AM,CODAJAS_AM,57.0,642.0
AM,EIRUNEPE,3204,136,0,42,0,102,18,0,0,4,2206,680,8,0,1,1,0,0,0,0,3,3,EIRUNEPE,AM,EIRUNEPE_AM,103.0,1187.0
AM,ENVIRA,709,27,0,19,0,40,12,0,0,0,493,111,5,0,0,0,0,0,0,0,1,1,ENVIRA,AM,ENVIRA_AM,49.0,294.0
AM,FONTE BOA,2370,28,0,30,0,65,13,0,1,3,1830,397,0,0,1,1,0,0,0,0,1,0,FONTE BOA,AM,FONTE BOA_AM,54.0,1100.0
AM,GUAJARA,754,184,0,33,0,127,5,0,0,1,247,135,15,0,3,0,0,0,0,0,1,3,GUAJARA,AM,GUAJARA_AM,113.0,426.0
AM,HUMAITA,15168,1788,0,506,114,1110,127,0,17,21,6979,4024,76,0,157,172,0,3,0,1,35,38,HUMAITA,AM,HUMAITA_AM,1298.0,7753.0
AM,IPIXUNA,80,10,0,7,0,18,3,0,0,1,23,14,3,0,0,0,0,0,0,0,1,0,IPIXUNA,AM,IPIXUNA_AM,17.0,44.0
AM,IRANDUBA,12753,2776,0,450,48,1263,253,0,27,65,6051,1350,179,0,81,108,0,6,0,1,48,47,IRANDUBA,AM,IRANDUBA_AM,1217.0,6294.0
AM,ITACOATIARA,32247,4140,0,409,61,1201,314,0,27,48,14244,11312,204,0,84,92,0,5,0,1,73,32,ITACOATIARA,AM,ITACOATIARA_AM,1073.0,12547.0
AM,ITAMARATI,474,11,0,15,0,19,4,0,0,1,353,68,2,0,0,0,0,0,0,0,0,1,ITAMARATI,AM,ITAMARATI_AM,24.0,207.0
AM,ITAPIRANGA,1718,268,0,40,4,128,14,0,1,6,822,398,13,0,7,8,0,0,0,0,9,0,ITAPIRANGA,AM,ITAPIRANGA_AM,107.0,1021.0
AM,JAPURA,706,12,0,8,0,19,4,0,0,0,534,125,4,0,0,0,0,0,0,0,0,0,JAPURA,AM,JAPURA_AM,20.0,413.0
AM,JURUA,823,11,0,11,0,43,3,0,0,0,576,173,4,0,0,0,0,0,0,0,1,1,JURUA,AM,JURUA_AM,26.0,485.0
AM,JUTAI,1476,22,0,12,0,52,2,0,1,2,1176,201,4,0,1,2,0,0,0,0,0,1,JUTAI,AM,JUTAI_AM,38.0,762.0
AM,LABREA,5316,294,0,112,4,312,29,0,1,5,3111,1377,13,0,10,13,0,0,0,0,21,14,LABREA,AM,LABREA_AM,282.0,2707.0
AM,MANACAPURU,26692,4083,0,449,25,1639,424,0,13,111,12467,6884,308,0,70,68,0,5,0,0,96,50,MANACAPURU,AM,MANACAPURU_AM,1281.0,13832.0
AM,MANAQUIRI,1327,207,0,28,0,112,25,0,2,14,769,131,11,0,1,0,0,0,0,0,27,0,MANAQUIRI,AM,MANAQUIRI_AM,79.0,669.0
AM,MANAUS,1013656,449041,0,19561,5788,101295,35626,2,2198,3381,313042,40117,9531,0,5172,16391,0,617,0,99,1519,10276,MANAUS,AM,MANAUS_AM,79575.0,536666.0
AM,MANICORE,4675,268,0,106,20,308,18,0,1,7,2292,1540,57,0,11,15,0,0,0,0,22,10,MANICORE,AM,MANICORE_AM,344.0,2216.0
AM,MARAA,947,12,0,7,0,21,10,0,0,1,676,216,0,0,0,0,0,0,0,0,4,0,MARAA,AM,MARAA_AM,15.0,501.0
AM,MAUES,8072,515,0,61,0,240,98,0,8,5,4244,2822,27,0,1,0,0,1,0,0,37,13,MAUES,AM,MAUES_AM,201.0,3427.0
AM,NHAMUNDA,1087,12,0,9,0,18,1,0,0,0,602,437,8,0,0,0,0,0,0,0,0,0,NHAMUNDA,AM,NHAMUNDA_AM,24.0,622.0
AM,NOVA OLINDA DO NORTE,1897,88,0,31,1,116,10,0,1,11,958,657,12,0,1,0,0,0,0,0,11,0,NOVA OLINDA DO NORTE,AM,NOVA OLINDA DO NORTE_AM,85.0,951.0
AM,NOVO AIRAO,2410,493,0,43,0,177,38,0,0,13,1150,446,17,0,8,2,0,1,0,0,15,7,NOVO AIRAO,AM,NOVO AIRAO_AM,123.0,1302.0
AM,NOVO ARIPUANA,1491,43,0,22,1,55,10,0,0,5,988,338,10,0,4,3,0,1,0,0,7,4,NOVO ARIPUANA,AM,NOVO ARIPUANA_AM,80.0,719.0
AM,PARINTINS,29241,2031,0,207,3,647,205,0,48,14,14855,10847,34,0,8,15,0,4,0,0,284,39,PARINTINS,AM,PARINTINS_AM,506.0,12311.0
AM,PAUINI,554,23,0,6,0,26,8,0,0,1,389,97,1,0,0,0,0,0,0,0,2,1,PAUINI,AM,PAUINI_AM,16.0,304.0
AM,PRESIDENTE FIGUEIREDO,10192,2616,0,415,119,1205,416,0,7,77,3907,899,156,0,130,171,0,5,0,1,33,35,PRESIDENTE FIGUEIREDO,AM,PRESIDENTE FIGUEIREDO_AM,1277.0,4623.0
AM,RIO PRETO DA EVA,7077,1398,0,270,40,866,160,0,13,30,3402,615,103,0,50,89,0,1,0,0,18,22,RIO PRETO DA EVA,AM,RIO PRETO DA EVA_AM,719.0,3122.0
AM,SANTA ISABEL DO RIO NEGRO,723,19,0,15,0,32,8,0,2,4,374,261,4,0,0,0,0,0,0,0,3,1,SANTA ISABEL DO RIO NEGRO,AM,SANTA ISABEL DO RIO NEGRO_AM,30.0,258.0
AM,SANTO ANTONIO DO ICA,1310,13,0,21,0,47,9,0,0,2,925,290,1,0,1,1,0,0,0,0,0,0,SANTO ANTONIO DO ICA,AM,SANTO ANTONIO DO ICA_AM,37.0,526.0
AM,SAO GABRIEL DA CACHOEIRA,5935,1609,0,122,2,499,98,0,4,25,2233,1241,41,0,11,4,0,4,0,0,30,12,SAO GABRIEL DA CACHOEIRA,AM,SAO GABRIEL DA CACHOEIRA_AM,357.0,2710.0
AM,SAO PAULO DE OLIVENCA,1842,23,0,16,0,42,10,0,0,1,1328,410,7,0,2,0,0,0,0,0,2,1,SAO PAULO DE OLIVENCA,AM,SAO PAULO DE OLIVENCA_AM,38.0,900.0
AM,SAO SEBASTIAO DO UATUMA,536,34,0,10,0,16,1,0,0,1,349,114,2,0,2,0,0,0,0,0,7,0,SAO SEBASTIAO DO UATUMA,AM,SAO SEBASTIAO DO UATUMA_AM,23.0,302.0
AM,SILVES,934,76,0,16,0,75,16,0,0,13,434,139,7,0,6,110,0,1,0,0,41,0,SILVES,AM,SILVES_AM,66.0,430.0
AM,TABATINGA,13319,1270,0,113,1,383,168,0,4,18,6236,5013,10,0,5,4,0,4,0,0,51,39,TABATINGA,AM,TABATINGA_AM,299.0,4795.0
AM,TAPAUA,1041,32,0,13,0,59,7,0,1,0,620,301,4,0,0,0,0,0,0,0,4,0,TAPAUA,AM,TAPAUA_AM,44.0,625.0
AM,TEFE,17178,1197,0,109,1,463,107,0,4,24,9861,5176,28,0,10,7,0,4,0,0,154,33,TEFE,AM,TEFE_AM,333.0,8433.0
AM,TONANTINS,733,8,0,6,0,21,4,0,0,0,521,167,1,0,2,1,0,0,0,0,2,0,TONANTINS,AM,TONANTINS_AM,11.0,338.0
AM,UARINI,936,8,0,17,0,27,2,0,0,1,721,150,2,0,0,2,0,0,0,0,5,1,UARINI,AM,UARINI_AM,29.0,499.0
AM,URUCARA,1258,42,0,31,2,56,6,0,0,3,726,373,6,0,0,3,0,0,0,0,10,0,URUCARA,AM,URUCARA_AM,64.0,587.0
AM,URUCURITUBA,1058,34,0,9,0,47,17,0,2,0,644,293,2,0,0,2,0,0,0,0,8,0,URUCURITUBA,AM,URUCURITUBA_AM,21.0,538.0
AP,AMAPA,938,321,0,30,1,55,32,0,34,5,371,67,5,0,9,0,0,1,0,0,3,4,AMAPA,AP,AMAPA_AP,63.0,490.0
AP,CALCOENE,1379,298,0,41,6,100,22,0,81,2,705,86,7,0,13,15,0,0,0,0,2,1,CALCOENE,AP,CALCOENE_AP,100.0,674.0
AP,CUTIAS,226,64,0,10,1,16,9,0,4,3,100,18,1,0,0,0,0,0,0,0,0,0,CUTIAS,AP,CUTIAS_AP,16.0,116.0
AP,FERREIRA GOMES,823,311,0,33,3,60,33,0,17,11,266,63,9,0,11,3,0,0,0,0,0,3,FERREIRA GOMES,AP,FERREIRA GOMES_AP,84.0,462.0
AP,ITAUBAL,298,91,0,19,0,19,6,0,13,3,128,13,4,0,2,0,0,0,0,0,0,0,ITAUBAL,AP,ITAUBAL_AP,36.0,154.0
AP,LARANJAL DO JARI,7441,1849,0,137,4,501,179,0,112,12,3646,883,37,0,13,12,0,4,0,0,9,43,LARANJAL DO JARI,AP,LARANJAL DO JARI_AP,467.0,3427.0
AP,MACAPA,218277,87182,0,3696,580,25001,6302,1,4302,445,68588,15353,959,0,1801,1128,17,312,0,9,354,2247,MACAPA,AP,MACAPA_AP,15355.0,111724.0
AP,MAZAGAO,1809,788,0,55,5,119,47,0,60,17,555,88,42,0,9,10,0,1,0,0,4,9,MAZAGAO,AP,MAZAGAO_AP,165.0,1000.0
AP,OIAPOQUE,6037,1602,0,114,35,414,124,0,216,11,2683,680,33,0,21,51,0,6,0,0,10,37,OIAPOQUE,AP,OIAPOQUE_AP,452.0,3199.0
AP,PEDRA BRANCA DO AMAPARI,1141,340,0,58,4,97,60,0,59,10,388,78,29,0,7,3,0,0,0,1,5,2,PEDRA BRANCA DO AMAPARI,AP,PEDRA BRANCA DO AMAPARI_AP,143.0,636.0
AP,PORTO GRANDE,3422,1106,0,107,16,216,128,0,63,23,1367,254,68,0,24,31,1,6,0,0,4,8,PORTO GRANDE,AP,PORTO GRANDE_AP,298.0,1727.0
AP,PRACUUBA,234,86,0,16,0,23,6,0,3,4,83,7,2,0,2,1,0,0,0,0,0,1,PRACUUBA,AP,PRACUUBA_AP,29.0,134.0
AP,SANTANA,40431,14541,0,822,186,3580,1001,0,748,75,13838,3461,364,0,236,1154,15,115,0,1,77,217,SANTANA,AP,SANTANA_AP,2622.0,21658.0
AP,SERRA DO NAVIO,640,261,0,23,2,43,46,0,4,5,212,25,8,0,4,5,0,1,0,0,0,1,SERRA DO NAVIO,AP,SERRA DO NAVIO_AP,57.0,342.0
AP,TARTARUGALZINHO,1062,300,0,51,2,81,43,0,65,13,444,43,4,0,9,2,0,2,0,0,2,1,TARTARUGALZINHO,AP,TARTARUGALZINHO_AP,100.0,518.0
AP,VITORIA DO JARI,641,157,0,24,1,59,7,0,9,5,297,69,6,0,0,3,0,0,0,0,1,3,VITORIA DO JARI,AP,VITORIA DO JARI_AP,61.0,320.0
BA,ABAIRA,2827,1238,0,75,13,359,71,0,0,38,873,95,15,0,12,16,0,1,0,0,0,21,ABAIRA,BA,ABAIRA_BA,290.0,1169.0
BA,ABARE,3256,835,0,68,1,261,74,0,2,47,1818,66,36,0,31,1,0,0,0,0,2,14,ABARE,BA,ABARE_BA,258.0,1220.0
BA,ACAJUTIBA,3811,1130,0,108,1,265,61,0,9,20,1684,409,33,0,71,3,0,2,0,0,2,13,ACAJUTIBA,BA,ACAJUTIBA_BA,234.0,1700.0
BA,ADUSTINA,2979,369,0,30,4,194,16,0,1,5,2113,194,15,0,15,12,0,1,0,0,5,5,ADUSTINA,BA,ADUSTINA_BA,117.0,974.0
BA,AGUA FRIA,2980,1082,0,44,0,178,54,0,6,27,1360,108,64,0,38,0,0,4,0,0,2,13,AGUA FRIA,BA,AGUA FRIA_BA,172.0,1403.0
BA,AIQUARA,739,274,0,9,0,72,17,0,0,9,311,26,6,0,12,0,0,1,0,0,0,2,AIQUARA,BA,AIQUARA_BA,48.0,355.0
BA,ALAGOINHAS,73402,29040,0,1383,416,5218,1912,0,590,481,21266,8696,779,0,1753,807,4,74,0,20,42,921,ALAGOINHAS,BA,ALAGOINHAS_BA,5161.0,36441.0
BA,ALCOBACA,6040,2205,0,109,5,608,135,0,27,11,2091,563,44,0,155,4,0,3,0,0,5,75,ALCOBACA,BA,ALCOBACA_BA,393.0,3144.0
BA,ALMADINA,997,490,0,18,0,73,42,0,1,5,305,40,6,0,14,0,0,0,0,0,1,2,ALMADINA,BA,ALMADINA_BA,48.0,449.0
BA,AMARGOSA,16197,6273,0,359,27,1476,292,0,486,98,5860,800,127,0,200,35,0,20,0,0,9,135,AMARGOSA,BA,AMARGOSA_BA,1118.0,6806.0
BA,AMELIA RODRIGUES,8825,3272,0,440,156,489,281,0,100,118,2450,1016,53,0,227,164,1,12,0,1,11,34,AMELIA RODRIGUES,BA,AMELIA RODRIGUES_BA,925.0,3496.0
BA,AMERICA DOURADA,3420,1543,0,68,6,264,42,0,2,25,1337,72,20,0,24,4,0,1,0,0,1,11,AMERICA DOURADA,BA,AMERICA DOURADA_BA,193.0,1432.0
BA,ANAGE,4614,1876,0,175,34,445,72,0,13,97,1572,146,57,0,60,44,0,2,0,1,0,20,ANAGE,BA,ANAGE_BA,541.0,1847.0
BA,ANDARAI,2529,827,0,67,7,299,49,0,1,32,1099,48,36,0,23,10,0,3,0,0,2,26,ANDARAI,BA,ANDARAI_BA,278.0,1062.0
BA,ANDORINHA,4628,1711,0,101,11,520,125,0,20,27,1864,92,66,0,53,17,0,4,0,1,0,16,ANDORINHA,BA,ANDORINHA_BA,380.0,2020.0
BA,ANGICAL,3259,1079,0,69,10,395,41,0,11,25,1319,173,52,0,64,8,0,0,0,0,1,12,ANGICAL,BA,ANGICAL_BA,312.0,1608.0
BA,ANGUERA,1931,776,0,32,8,94,54,0,2,10,809,59,20,0,33,16,0,1,0,0,2,15,ANGUERA,BA,ANGUERA_BA,99.0,928.0
BA,ANTAS,3605,792,0,64,4,220,42,0,4,13,2005,358,18,0,59,8,0,2,0,0,0,16,ANTAS,BA,ANTAS_BA,193.0,1384.0
BA,ANTONIO CARDOSO,2129,719,0,23,5,74,35,0,2,35,1105,65,29,0,21,14,0,1,0,0,0,1,ANTONIO CARDOSO,BA,ANTONIO CARDOSO_BA,115.0,916.0
BA,ANTONIO GONCALVES,2505,885,0,40,9,209,43,0,7,23,1132,95,24,0,26,6,0,0,0,0,0,6,ANTONIO GONCALVES,BA,ANTONIO GONCALVES_BA,171.0,1174.0
BA,APORA,4005,1204,0,65,3,227,54,0,4,42,1968,292,49,0,72,8,0,5,0,0,0,12,APORA,BA,APORA_BA,213.0,1800.0
BA,APUAREMA,1799,507,0,34,1,165,42,0,0,7,922,94,11,0,8,0,0,0,0,0,0,8,APUAREMA,BA,APUAREMA_BA,110.0,848.0
BA,ARACAS,3031,1302,0,113,10,232,49,0,3,24,967,202,45,0,65,7,0,3,0,0,3,6,ARACAS,BA,ARACAS_BA,276.0,1395.0
BA,ARACATU,4269,1648,0,188,40,509,72,0,3,53,1497,132,43,0,19,47,0,2,0,0,2,14,ARACATU,BA,ARACATU_BA,519.0,1775.0
BA,ARACI,12889,5327,0,355,43,1296,408,0,22,55,4274,619,150,0,153,40,0,39,0,0,9,99,ARACI,BA,ARACI_BA,1126.0,5217.0
BA,ARAMARI,2086,777,0,31,3,134,31,0,9,9,906,123,20,0,24,7,0,1,0,0,0,11,ARAMARI,BA,ARAMARI_BA,95.0,1010.0
BA,ARATACA,1694,615,0,49,2,181,43,0,1,4,704,38,13,0,32,0,0,2,0,0,0,10,ARATACA,BA,ARATACA_BA,152.0,728.0
BA,ARATUIPE,1972,616,0,51,0,155,56,0,0,17,983,36,28,0,21,0,0,2,0,0,1,6,ARATUIPE,BA,ARATUIPE_BA,131.0,803.0
BA,AURELINO LEAL,2169,854,0,48,5,190,124,0,4,9,740,123,18,0,28,5,0,2,0,0,1,18,AURELINO LEAL,BA,AURELINO LEAL_BA,142.0,1002.0
BA,BAIANOPOLIS,3471,1185,0,91,28,451,52,0,5,13,1279,177,55,0,80,40,0,2,0,0,0,13,BAIANOPOLIS,BA,BAIANOPOLIS_BA,410.0,1605.0
BA,BAIXA GRANDE,4819,1769,0,147,4,540,104,0,2,90,1840,166,59,0,54,2,0,5,0,0,1,36,BAIXA GRANDE,BA,BAIXA GRANDE_BA,532.0,1792.0
BA,BANZAE,2589,662,0,36,0,233,53,0,9,12,1267,242,46,0,21,1,0,0,0,0,0,7,BANZAE,BA,BANZAE_BA,190.0,1192.0
BA,BARRA,10053,2181,0,139,8,1189,340,0,29,57,4855,979,68,0,90,18,0,1,0,1,2,96,BARRA,BA,BARRA_BA,943.0,3798.0
BA,BARRA DA ESTIVA,11780,4108,0,494,53,2037,290,0,2,144,3576,670,122,0,96,74,0,5,0,2,2,105,BARRA DA ESTIVA,BA,BARRA DA ESTIVA_BA,1499.0,5489.0
BA,BARRA DO CHOCA,8890,3616,0,259,25,963,176,0,20,343,2730,468,73,0,107,44,0,4,0,0,1,61,BARRA DO CHOCA,BA,BARRA DO CHOCA_BA,1000.0,3570.0
BA,BARRA DO MENDES,2996,1256,0,90,10,463,126,0,0,37,805,80,46,0,28,12,0,3,0,1,0,39,BARRA DO MENDES,BA,BARRA DO MENDES_BA,401.0,1258.0
BA,BARRA DO ROCHA,1090,490,0,19,5,105,36,0,1,11,359,31,13,0,12,3,0,0,0,0,1,4,BARRA DO ROCHA,BA,BARRA DO ROCHA_BA,86.0,512.0
BA,BARREIRAS,110236,39473,0,3290,1259,12074,3080,0,860,328,30825,10394,584,0,3855,2221,7,44,0,6,36,1900,BARREIRAS,BA,BARREIRAS_BA,12221.0,50060.0
BA,BARRO ALTO,2934,1220,0,69,28,340,65,0,1,19,1023,82,28,0,13,30,0,1,0,0,1,14,BARRO ALTO,BA,BARRO ALTO_BA,285.0,1216.0
BA,BARRO PRETO,965,416,0,23,0,95,33,0,0,5,308,33,23,0,21,0,0,2,0,0,0,6,BARRO PRETO,BA,BARRO PRETO_BA,96.0,475.0
BA,BARROCAS,6402,2410,0,158,9,362,91,0,6,23,2604,601,44,0,58,7,0,5,0,0,1,23,BARROCAS,BA,BARROCAS_BA,411.0,2466.0
BA,BELMONTE,3739,1196,0,82,1,406,106,0,8,18,1449,306,23,0,104,8,0,1,0,0,3,28,BELMONTE,BA,BELMONTE_BA,255.0,1886.0
BA,BELO CAMPO,4316,2066,0,183,39,483,89,0,6,52,1068,155,61,0,41,36,0,6,0,0,2,29,BELO CAMPO,BA,BELO CAMPO_BA,509.0,1788.0
BA,BIRITINGA,3483,1358,0,52,1,251,65,0,5,22,1514,97,56,0,39,1,0,9,0,0,0,13,BIRITINGA,BA,BIRITINGA_BA,219.0,1464.0
BA,BOA NOVA,2097,987,0,46,23,246,67,0,3,67,522,59,26,0,21,20,0,1,0,0,0,9,BOA NOVA,BA,BOA NOVA_BA,228.0,891.0
BA,BOA VISTA DO TUPIM,3583,1200,0,85,7,354,94,0,2,30,1557,169,25,0,38,8,0,5,0,0,0,9,BOA VISTA DO TUPIM,BA,BOA VISTA DO TUPIM_BA,277.0,1358.0
BA,BOM JESUS DA LAPA,29320,7323,0,584,102,2630,483,0,87,119,14848,1972,203,0,452,151,7,11,0,1,22,325,BOM JESUS DA LAPA,BA,BOM JESUS DA LAPA_BA,2363.0,11442.0
BA,BOM JESUS DA SERRA,1622,704,0,57,3,176,58,0,0,84,468,24,32,0,8,1,0,0,0,0,0,7,BOM JESUS DA SERRA,BA,BOM JESUS DA SERRA_BA,237.0,595.0
BA,BONINAL,4614,1894,0,130,18,695,128,0,1,48,1449,123,43,0,26,26,0,2,0,0,1,30,BONINAL,BA,BONINAL_BA,481.0,2033.0
BA,BONITO,2902,1446,0,152,4,490,81,0,0,26,554,59,35,0,24,10,0,2,0,0,1,18,BONITO,BA,BONITO_BA,356.0,1241.0
BA,BOQUIRA,6401,1888,0,150,10,656,100,0,3,20,3127,293,91,0,22,15,0,3,0,0,1,22,BOQUIRA,BA,BOQUIRA_BA,513.0,2784.0
BA,BOTUPORA,3097,1269,0,83,6,350,69,0,0,16,1020,184,56,0,17,9,0,2,0,0,1,15,BOTUPORA,BA,BOTUPORA_BA,272.0,1339.0
BA,BREJOES,3218,1444,0,110,29,385,69,0,1,15,937,95,47,0,39,30,0,6,0,0,1,10,BREJOES,BA,BREJOES_BA,316.0,1406.0
BA,BREJOLANDIA,2583,645,0,50,0,246,34,0,1,11,1471,69,22,0,25,4,0,0,0,0,0,5,BREJOLANDIA,BA,BREJOLANDIA_BA,177.0,1036.0
BA,BROTAS DE MACAUBAS,2837,1299,0,54,4,441,107,0,0,74,756,39,27,0,21,7,0,1,0,0,0,7,BROTAS DE MACAUBAS,BA,BROTAS DE MACAUBAS_BA,338.0,1343.0
BA,BRUMADO,50484,15649,0,2084,1080,4325,960,0,120,309,19870,2858,437,0,529,1785,1,34,0,13,17,413,BRUMADO,BA,BRUMADO_BA,6231.0,20687.0
BA,BUERAREMA,4680,1670,0,192,14,518,121,0,7,13,1732,188,73,0,102,13,0,4,0,0,6,27,BUERAREMA,BA,BUERAREMA_BA,523.0,1813.0
BA,BURITIRAMA,2273,756,0,57,1,364,85,0,2,37,812,98,29,0,18,1,0,0,0,0,1,12,BURITIRAMA,BA,BURITIRAMA_BA,282.0,1035.0
BA,CAATIBA,1301,492,0,20,2,126,38,0,1,11,570,14,6,0,14,2,0,0,0,0,1,4,CAATIBA,BA,CAATIBA_BA,80.0,553.0
BA,CABACEIRAS DO PARAGUACU,3590,1180,0,125,12,304,49,0,1,40,1577,134,77,0,41,15,0,5,0,0,1,29,CABACEIRAS DO PARAGUACU,BA,CABACEIRAS DO PARAGUACU_BA,365.0,1456.0
BA,CACHOEIRA,8703,3843,0,252,32,752,326,0,9,154,2586,302,127,0,148,46,4,11,0,0,4,107,CACHOEIRA,BA,CACHOEIRA_BA,823.0,4060.0
BA,CACULE,10229,3810,0,562,82,1298,342,0,1,66,3170,527,58,0,113,87,0,3,0,2,4,104,CACULE,BA,CACULE_BA,1500.0,3462.0
BA,CAEM,2387,888,0,37,2,235,41,0,1,40,1048,32,23,0,26,4,0,3,0,0,1,6,CAEM,BA,CAEM_BA,168.0,972.0
BA,CAETANOS,2026,644,0,107,26,242,38,0,1,17,878,33,26,0,6,4,0,1,0,0,1,2,CAETANOS,BA,CAETANOS_BA,274.0,901.0
BA,CAETITE,23813,10043,0,1162,103,3378,582,0,8,253,5909,1371,307,0,267,170,0,11,0,1,1,247,CAETITE,BA,CAETITE_BA,3255.0,9691.0
BA,CAFARNAUM,4490,1724,0,106,5,524,97,0,1,18,1747,111,70,0,27,16,0,0,0,0,0,44,CAFARNAUM,BA,CAFARNAUM_BA,383.0,2019.0
BA,CAIRU,1326,368,0,19,2,227,86,0,5,20,440,51,28,0,31,0,0,2,0,0,5,42,CAIRU,BA,CAIRU_BA,275.0,598.0
BA,CALDEIRAO GRANDE,3091,1184,0,43,2,181,54,0,3,18,1467,78,28,0,26,4,0,0,0,0,1,2,CALDEIRAO GRANDE,BA,CALDEIRAO GRANDE_BA,149.0,1278.0
BA,CAMACAN,8155,2837,0,256,29,872,201,0,5,33,3084,514,72,0,141,36,1,7,0,0,1,66,CAMACAN,BA,CAMACAN_BA,742.0,3576.0
BA,CAMACARI,127439,57224,0,2933,1345,8482,4618,0,2486,688,33399,7478,1164,0,3256,2301,22,74,0,14,60,1895,CAMACARI,BA,CAMACARI_BA,9582.0,61950.0
BA,CAMAMU,8731,2952,0,220,11,951,232,0,8,77,3521,522,58,0,89,16,0,7,0,0,0,67,CAMAMU,BA,CAMAMU_BA,669.0,3811.0
BA,CAMPO ALEGRE DE LOURDES,2505,346,0,66,39,236,73,0,4,14,1489,128,23,0,5,67,0,0,0,0,0,15,CAMPO ALEGRE DE LOURDES,BA,CAMPO ALEGRE DE LOURDES_BA,305.0,622.0
BA,CAMPO FORMOSO,24214,8362,0,444,99,2931,835,0,30,88,9843,954,180,0,165,120,1,12,0,0,2,148,CAMPO FORMOSO,BA,CAMPO FORMOSO_BA,2015.0,12072.0
BA,CANAPOLIS,2647,524,0,32,5,310,33,0,1,38,1560,72,18,0,44,4,0,0,0,0,0,6,CANAPOLIS,BA,CANAPOLIS_BA,291.0,1040.0
BA,CANARANA,7365,3023,0,245,55,744,128,0,5,64,2719,108,55,0,50,110,0,6,0,0,2,51,CANARANA,BA,CANARANA_BA,711.0,2974.0
BA,CANAVIEIRAS,8106,2326,0,136,2,834,242,0,26,33,3733,506,25,0,149,1,0,4,0,1,12,76,CANAVIEIRAS,BA,CANAVIEIRAS_BA,487.0,3598.0
BA,CANDEAL,1336,392,0,41,0,89,25,0,1,34,629,46,31,0,44,0,0,0,0,0,2,2,CANDEAL,BA,CANDEAL_BA,135.0,503.0
BA,CANDEIAS,34486,13857,0,1024,1144,1911,936,0,69,392,7420,3488,476,0,578,2837,1,35,0,18,5,295,CANDEIAS,BA,CANDEIAS_BA,3668.0,15378.0
BA,CANDIBA,4193,1973,0,80,11,575,61,0,0,6,1198,176,29,0,29,21,0,3,0,0,1,30,CANDIBA,BA,CANDIBA_BA,355.0,1889.0
BA,CANDIDO SALES,7994,3623,0,396,42,1079,179,0,11,86,1915,283,82,0,182,57,0,6,0,0,2,51,CANDIDO SALES,BA,CANDIDO SALES_BA,1012.0,3293.0
BA,CANSANCAO,10502,4081,0,268,16,895,233,0,4,87,3910,595,132,0,183,17,0,8,0,0,1,72,CANSANCAO,BA,CANSANCAO_BA,831.0,4500.0
BA,CANUDOS,4221,1371,0,85,4,403,97,0,8,25,1946,142,57,0,54,4,0,6,0,0,0,19,CANUDOS,BA,CANUDOS_BA,321.0,1804.0
BA,CAPELA DO ALTO ALEGRE,3473,1178,0,95,25,259,60,0,2,32,1569,92,33,0,83,31,0,0,0,0,1,13,CAPELA DO ALTO ALEGRE,BA,CAPELA DO ALTO ALEGRE_BA,285.0,1370.0
BA,CAPIM GROSSO,21533,6404,0,834,208,1747,457,0,31,139,9221,1238,186,0,602,289,0,16,0,0,4,157,CAPIM GROSSO,BA,CAPIM GROSSO_BA,2008.0,7807.0
BA,CARAIBAS,1909,862,0,101,13,221,43,0,3,54,487,49,29,0,26,12,0,1,0,0,1,7,CARAIBAS,BA,CARAIBAS_BA,275.0,758.0
BA,CARAVELAS,4218,1639,0,61,15,357,99,0,10,31,1275,426,44,0,122,96,0,1,0,1,1,40,CARAVELAS,BA,CARAVELAS_BA,307.0,1910.0
BA,CARDEAL DA SILVA,1806,746,0,52,2,153,26,0,1,15,642,65,50,0,33,2,0,3,0,0,0,16,CARDEAL DA SILVA,BA,CARDEAL DA SILVA_BA,162.0,941.0
BA,CARINHANHA,7445,2401,0,182,40,897,136,0,3,80,3300,112,56,0,98,78,0,0,0,0,3,59,CARINHANHA,BA,CARINHANHA_BA,797.0,2899.0
BA,CASA NOVA,19658,5497,0,604,19,2407,384,0,56,270,9312,447,316,0,194,43,0,4,0,0,13,92,CASA NOVA,BA,CASA NOVA_BA,2255.0,7671.0
BA,CASTRO ALVES,7304,2355,0,189,58,614,168,0,10,37,2943,542,100,0,143,85,0,9,0,0,5,46,CASTRO ALVES,BA,CASTRO ALVES_BA,621.0,2911.0
BA,CATOLANDIA,676,236,0,20,3,82,12,0,6,2,256,30,11,0,14,0,0,1,0,0,0,3,CATOLANDIA,BA,CATOLANDIA_BA,77.0,263.0
BA,CATU,21298,8775,0,488,219,1900,598,0,157,145,5328,2147,184,0,656,480,1,11,0,23,17,169,CATU,BA,CATU_BA,1528.0,10404.0
